s15_kw,s16_kw,s1_kw
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.029,0.031,0
0.422,0.451,0.03
0.967,1.031,0.06
1.557,1.66,0.1
1.335,1.424,0.09
2.982,3.181,0.2
3.781,4.033,0.25
2.406,2.567,0.16
1.055,1.125,0.07
2.172,2.316,0.14
1.523,1.625,0.1
1.154,1.231,0.08
0.386,0.412,0.03
0.114,0.121,0.01
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.362,0.385,0.02
1.77,1.888,0.12
3.408,3.635,0.23
5.739,6.121,0.38
5.564,5.935,0.37
10.295,10.982,0.69
8.677,9.255,0.58
9.279,9.897,0.62
9.537,10.173,0.64
6.06,6.465,0.41
3.385,3.611,0.23
2.771,2.955,0.18
1.38,1.473,0.09
0.213,0.228,0.02
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.321,0.344,0.02
1.746,1.861,0.12
1.615,1.723,0.11
4.302,4.589,0.29
6.94,7.403,0.46
9.642,10.285,0.64
8.962,9.56,0.6
4.687,4.998,0.31
5.947,6.343,0.4
7.297,7.783,0.49
4.751,5.067,0.32
3.375,3.6,0.23
1.405,1.498,0.09
0.206,0.221,0.02
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.042,0.045,0
0.408,0.434,0.03
1.22,1.302,0.08
1.597,1.704,0.11
1.438,1.533,0.1
1.725,1.841,0.12
4.272,4.556,0.28
3.559,3.795,0.24
4.783,5.101,0.32
4.144,4.42,0.28
2.378,2.537,0.16
2.258,2.41,0.15
0.751,0.802,0.05
0.034,0.037,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.321,0.342,0.02
1.345,1.434,0.09
3.923,4.184,0.26
3.248,3.466,0.22
6.542,6.978,0.44
11.813,12.6,0.79
12.863,13.721,0.86
10.208,10.889,0.68
7.624,8.132,0.51
6.315,6.736,0.42
6.067,6.47,0.4
3.076,3.28,0.2
1.406,1.5,0.09
0.218,0.231,0.01
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.192,0.206,0.01
1.065,1.135,0.07
1.519,1.621,0.1
3.42,3.648,0.23
2.623,2.797,0.17
3.263,3.481,0.22
3.193,3.406,0.21
3.013,3.214,0.2
3.234,3.45,0.22
3.022,3.223,0.2
1.277,1.362,0.09
1.157,1.234,0.08
1.023,1.091,0.07
0.097,0.103,0.01
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.283,0.302,0.02
1.73,1.845,0.12
4.603,4.91,0.31
4.421,4.716,0.3
2.583,2.755,0.17
8.199,8.746,0.55
11.682,12.461,0.78
10.09,10.763,0.67
5.79,6.177,0.39
2.138,2.28,0.14
2.976,3.174,0.2
2.638,2.814,0.18
1.398,1.491,0.09
0.214,0.227,0.01
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.249,0.266,0.02
1.478,1.577,0.1
2.062,2.2,0.14
4.827,5.148,0.32
1.959,2.091,0.13
1.307,1.394,0.09
1.4,1.494,0.09
1.461,1.559,0.1
4.295,4.581,0.29
1.896,2.023,0.13
1.793,1.913,0.12
1.265,1.35,0.09
0.676,0.721,0.05
0.042,0.044,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.018,0.02,0
0.191,0.204,0.01
0.667,0.711,0.04
1.742,1.859,0.12
0.998,1.065,0.07
1.645,1.755,0.11
1.504,1.604,0.1
1.864,1.988,0.12
2.995,3.195,0.2
1.174,1.253,0.08
1.873,1.998,0.13
0.376,0.401,0.03
0.579,0.618,0.04
0.194,0.206,0.01
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.271,0.288,0.02
0.355,0.38,0.03
0.482,0.513,0.03
0.984,1.05,0.07
3.445,3.674,0.23
3.942,4.205,0.26
2.265,2.415,0.15
2.664,2.842,0.18
1.665,1.776,0.11
2.144,2.288,0.14
2.518,2.686,0.17
1.253,1.337,0.08
0.331,0.353,0.02
0.04,0.043,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.318,0.338,0.02
1.703,1.816,0.11
4.013,4.281,0.27
7.542,8.044,0.5
9.894,10.554,0.66
11.381,12.139,0.76
10.115,10.789,0.67
8.59,9.163,0.57
4.159,4.436,0.28
8.061,8.598,0.54
6.123,6.532,0.41
3.525,3.761,0.24
1.343,1.433,0.09
0.141,0.151,0.01
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.173,0.184,0.01
1.726,1.84,0.11
3.138,3.347,0.21
6.271,6.689,0.42
9.821,10.476,0.66
11.884,12.676,0.79
11.06,11.797,0.74
11.034,11.769,0.74
11.592,12.364,0.77
8.357,8.915,0.56
5.134,5.476,0.34
3.862,4.12,0.26
1.335,1.425,0.09
0.181,0.193,0.01
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.296,0.316,0.02
1.07,1.142,0.07
3.81,4.063,0.25
3.007,3.206,0.2
4.026,4.295,0.27
4.392,4.685,0.29
6.119,6.526,0.41
10.322,11.01,0.69
8.822,9.409,0.59
3.612,3.854,0.24
2.948,3.145,0.2
2.476,2.64,0.16
1.355,1.446,0.09
0.151,0.162,0.01
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.188,0.201,0.01
1.127,1.203,0.08
2.668,2.847,0.18
4.629,4.938,0.31
4.865,5.189,0.32
4.419,4.714,0.3
4.604,4.912,0.31
5.218,5.565,0.35
5.467,5.831,0.36
4.325,4.613,0.29
0.796,0.848,0.05
2.137,2.28,0.14
0.54,0.575,0.04
0.175,0.187,0.01
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.035,0.037,0
0.476,0.508,0.03
0.965,1.029,0.06
1.964,2.096,0.13
2.949,3.146,0.2
3.054,3.257,0.2
4.094,4.368,0.27
3.165,3.377,0.21
5.339,5.696,0.36
2.535,2.704,0.17
0.994,1.061,0.07
0.102,0.108,0.01
0.674,0.718,0.04
0.039,0.042,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.269,0.286,0.02
1.015,1.082,0.07
2.873,3.064,0.19
3.672,3.917,0.25
5.091,5.431,0.34
4.208,4.488,0.28
3.705,3.951,0.25
3.983,4.249,0.27
0.68,0.724,0.04
3.572,3.81,0.24
1.287,1.374,0.09
1.361,1.452,0.09
0.667,0.711,0.04
0.077,0.083,0.01
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.183,0.194,0.01
1.722,1.837,0.12
2.877,3.07,0.19
5.611,5.985,0.37
7.036,7.505,0.47
7.659,8.169,0.51
9.838,10.495,0.66
9.738,10.387,0.65
8.035,8.57,0.54
6.635,7.078,0.44
5.166,5.51,0.34
1.892,2.017,0.13
1.363,1.453,0.09
0.169,0.18,0.01
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.263,0.281,0.02
1.615,1.722,0.11
2.527,2.694,0.17
5.196,5.542,0.35
8.187,8.733,0.55
6.824,7.279,0.46
4.476,4.774,0.3
3.703,3.949,0.25
3.525,3.76,0.24
2.603,2.776,0.17
2.564,2.735,0.17
1.006,1.074,0.07
0.635,0.678,0.04
0.104,0.11,0.01
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.081,0.086,0.01
0.667,0.713,0.05
1.902,2.028,0.13
1.344,1.435,0.09
1.711,1.826,0.12
2.26,2.411,0.15
0.738,0.788,0.05
2.053,2.19,0.14
1.89,2.017,0.13
3.858,4.115,0.26
2.709,2.889,0.18
0.473,0.505,0.03
0.703,0.751,0.05
0.079,0.084,0.01
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.136,0.146,0.01
0.348,0.37,0.02
1.44,1.536,0.1
1.781,1.9,0.12
2.494,2.659,0.17
1.739,1.856,0.12
1.2,1.28,0.08
1.002,1.069,0.07
2.191,2.336,0.15
1.222,1.303,0.08
1.32,1.408,0.09
0.666,0.711,0.05
0.455,0.485,0.03
0.059,0.063,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.096,0.102,0.01
0.572,0.61,0.04
1.042,1.111,0.07
0.891,0.951,0.06
1.437,1.533,0.1
0.742,0.791,0.05
0.448,0.478,0.03
0.788,0.84,0.05
1.38,1.472,0.09
1.575,1.68,0.11
0.763,0.813,0.05
0.635,0.676,0.04
0.477,0.509,0.03
0.027,0.028,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.044,0.047,0
0.104,0.112,0.01
0.607,0.647,0.04
0.644,0.686,0.04
1.507,1.607,0.1
2.159,2.303,0.14
2.192,2.337,0.15
1.571,1.675,0.1
0.754,0.805,0.05
0.259,0.276,0.02
0.63,0.672,0.04
0.324,0.345,0.02
0.172,0.183,0.01
0.056,0.059,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.21,0.224,0.01
1.507,1.608,0.1
3.646,3.89,0.24
3.924,4.185,0.26
6.301,6.721,0.42
6.76,7.21,0.45
7.676,8.188,0.51
8.433,8.994,0.56
6.789,7.242,0.45
5.59,5.963,0.37
4.015,4.283,0.27
1.765,1.882,0.12
1.329,1.419,0.09
0.135,0.143,0.01
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.166,0.176,0.01
1.737,1.852,0.12
4.604,4.911,0.31
7.349,7.838,0.49
9.728,10.376,0.65
10.111,10.786,0.68
12.526,13.361,0.84
12.573,13.411,0.84
11.893,12.687,0.79
8.574,9.147,0.57
6.463,6.894,0.43
3.972,4.236,0.26
1.324,1.412,0.09
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.224,0.239,0.02
1.309,1.397,0.09
3.772,4.023,0.25
5.938,6.334,0.4
8.375,8.934,0.56
4.853,5.177,0.32
4.889,5.216,0.33
8.916,9.511,0.6
8.951,9.548,0.6
7.544,8.048,0.5
4.729,5.043,0.31
2.654,2.831,0.18
1.07,1.141,0.07
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.217,0.232,0.02
1.064,1.135,0.07
3.39,3.615,0.23
3.893,4.153,0.26
3.392,3.618,0.23
3.489,3.722,0.23
4.877,5.201,0.32
6.626,7.068,0.44
4.943,5.271,0.33
3.312,3.534,0.22
3.713,3.961,0.25
2.337,2.492,0.16
1.213,1.295,0.08
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.136,0.146,0.01
1.611,1.718,0.11
3.884,4.143,0.26
5.628,6.004,0.38
6.064,6.468,0.4
2.085,2.224,0.14
2.679,2.857,0.18
5.845,6.236,0.39
7.499,8,0.5
8.154,8.697,0.54
3.203,3.418,0.22
2.235,2.384,0.15
1.246,1.33,0.08
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.063,0.067,0
1.793,1.912,0.12
3.923,4.184,0.26
5.587,5.96,0.37
7.62,8.128,0.51
9.891,10.55,0.66
9.591,10.231,0.64
10.975,11.707,0.73
11.774,12.559,0.79
8.832,9.421,0.59
5.529,5.898,0.37
3.079,3.285,0.21
1.289,1.374,0.09
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.031,0.033,0
0.323,0.343,0.02
2.024,2.158,0.13
4.19,4.469,0.28
1.016,1.084,0.07
1.602,1.708,0.11
6.329,6.751,0.42
8.567,9.137,0.57
9.409,10.037,0.63
6.726,7.174,0.45
4.068,4.339,0.27
3.281,3.5,0.22
1.098,1.17,0.07
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.185,0.198,0.01
1.611,1.718,0.11
3.912,4.173,0.26
4.955,5.285,0.33
8.362,8.92,0.56
11.369,12.127,0.76
10.847,11.57,0.72
9.634,10.275,0.64
5.746,6.129,0.38
5.272,5.624,0.35
5.335,5.69,0.36
4.064,4.334,0.27
1.273,1.359,0.09
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.185,0.198,0.01
0.872,0.93,0.06
0.826,0.881,0.06
1.837,1.959,0.12
1.432,1.527,0.1
1.866,1.992,0.13
2.232,2.381,0.15
1.735,1.85,0.12
2.565,2.736,0.17
1.944,2.074,0.13
1.932,2.06,0.13
0.762,0.814,0.05
0.799,0.851,0.05
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.18,0.192,0.01
1.261,1.345,0.08
1.44,1.537,0.1
2.363,2.521,0.16
5.088,5.427,0.34
8.258,8.808,0.55
4.079,4.352,0.27
5.792,6.178,0.39
3.26,3.478,0.22
2.279,2.431,0.15
4.076,4.348,0.27
2.362,2.519,0.16
0.433,0.461,0.03
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.169,0.18,0.01
1.704,1.817,0.11
3.552,3.789,0.24
5.319,5.674,0.36
9.19,9.803,0.61
8.093,8.632,0.54
11.654,12.43,0.78
12.122,12.931,0.81
9.554,10.19,0.64
9.08,9.686,0.61
6.102,6.509,0.41
4.247,4.531,0.28
1.317,1.405,0.09
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.128,0.136,0.01
1.749,1.867,0.12
4.251,4.535,0.28
7.292,7.778,0.49
9.281,9.901,0.62
10.312,10.999,0.69
9.432,10.062,0.63
10.32,11.008,0.69
9.328,9.949,0.62
9.943,10.605,0.66
5.252,5.602,0.35
3.138,3.347,0.21
1.24,1.322,0.08
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.166,0.178,0.01
1.215,1.296,0.08
1.289,1.375,0.09
1.609,1.716,0.11
3.066,3.27,0.2
4.727,5.041,0.31
5.803,6.189,0.39
4.98,5.312,0.33
4.479,4.778,0.3
2.118,2.26,0.14
2.655,2.832,0.18
0.789,0.842,0.05
0.936,0.999,0.06
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.169,0.18,0.01
1.195,1.276,0.08
2.541,2.71,0.17
6.059,6.463,0.4
6.354,6.778,0.42
8.406,8.967,0.56
7.597,8.102,0.51
8.217,8.765,0.55
6.114,6.521,0.41
7.036,7.506,0.47
6.463,6.895,0.43
3.615,3.856,0.24
1.113,1.188,0.08
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.164,0.175,0.01
1.71,1.824,0.11
4.217,4.498,0.28
7.662,8.172,0.51
8.156,8.7,0.54
11.384,12.144,0.76
10.081,10.754,0.67
11.161,11.904,0.74
9.291,9.911,0.62
7.182,7.661,0.48
5.908,6.302,0.39
3.366,3.59,0.22
1.107,1.181,0.07
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.095,0.101,0.01
1.29,1.375,0.09
3.005,3.206,0.2
2.189,2.335,0.15
1.953,2.083,0.13
6.938,7.401,0.46
6.827,7.281,0.45
7.21,7.69,0.48
9.565,10.203,0.64
2.981,3.179,0.2
1.156,1.233,0.08
1.406,1.501,0.1
1.063,1.134,0.07
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.138,0.147,0.01
1.296,1.381,0.09
2.274,2.427,0.15
3.179,3.391,0.21
4.503,4.803,0.3
7.269,7.753,0.48
6.15,6.559,0.41
5.879,6.272,0.39
6.925,7.386,0.46
7.493,7.992,0.5
4.87,5.196,0.33
2.099,2.239,0.14
0.853,0.911,0.06
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.095,0.101,0.01
1.281,1.365,0.08
3.041,3.244,0.2
5.417,5.779,0.36
8.844,9.433,0.59
12.013,12.815,0.8
13.287,14.172,0.89
12.887,13.746,0.86
12.767,13.618,0.85
10.738,11.455,0.72
8.152,8.696,0.54
4.5,4.8,0.3
1.109,1.183,0.07
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.065,0.068,0
0.754,0.805,0.05
2.202,2.349,0.15
2.444,2.607,0.16
4.697,5.01,0.31
3.358,3.581,0.22
5.192,5.538,0.35
4.73,5.045,0.32
1.468,1.566,0.1
0.532,0.567,0.04
1.687,1.799,0.11
2.132,2.275,0.14
1.06,1.13,0.07
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.087,0.092,0.01
1.727,1.842,0.12
4.224,4.506,0.28
6.919,7.38,0.46
9.887,10.546,0.66
11.776,12.561,0.79
10.714,11.428,0.71
12.555,13.392,0.84
11.617,12.392,0.78
8.555,9.125,0.57
3.945,4.208,0.26
3.083,3.288,0.21
0.783,0.836,0.05
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.05,0.053,0
0.67,0.715,0.05
0.875,0.934,0.06
1.75,1.867,0.12
1.268,1.352,0.08
0.752,0.803,0.05
1.603,1.71,0.11
4.221,4.502,0.28
2.811,2.999,0.19
1.452,1.549,0.1
1.011,1.079,0.07
0.818,0.872,0.05
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.23,0.246,0.02
0.181,0.194,0.01
1.341,1.431,0.09
1.08,1.152,0.07
3.096,3.302,0.21
2.44,2.602,0.16
0.689,0.735,0.05
2.04,2.176,0.14
2.283,2.436,0.15
1.08,1.152,0.07
1.629,1.737,0.11
0.848,0.903,0.06
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.903,2.031,0.13
4.131,4.407,0.28
4.844,5.167,0.32
7.324,7.813,0.49
9.305,9.925,0.62
9.342,9.965,0.62
10.197,10.877,0.68
11.825,12.612,0.79
10.529,11.231,0.7
7.705,8.219,0.51
4.598,4.905,0.31
1.085,1.157,0.07
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.169,1.247,0.08
3.603,3.843,0.24
4.721,5.036,0.32
4.666,4.976,0.31
6.402,6.828,0.43
8.003,8.537,0.53
9.229,9.844,0.62
3.934,4.197,0.26
7.081,7.554,0.47
4.426,4.721,0.3
2.347,2.504,0.16
0.829,0.883,0.05
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.205,1.285,0.08
2.669,2.846,0.18
5.548,5.917,0.37
5.634,6.009,0.38
5.843,6.232,0.39
10.309,10.995,0.69
11.272,12.023,0.75
9.215,9.83,0.62
5.639,6.015,0.38
1.982,2.115,0.13
0.478,0.509,0.03
0.434,0.464,0.03
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.605,1.711,0.11
4.551,4.855,0.3
6.597,7.036,0.44
6.099,6.506,0.41
4.708,5.023,0.32
7.761,8.279,0.52
5.768,6.154,0.39
6.213,6.628,0.42
4.903,5.23,0.33
6.394,6.82,0.43
2.571,2.743,0.17
0.937,1,0.06
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.907,0.968,0.06
1.748,1.863,0.12
1.246,1.329,0.08
1.125,1.2,0.08
2.858,3.049,0.19
3.652,3.895,0.24
3.708,3.954,0.25
1.565,1.669,0.1
2.844,3.035,0.19
2.292,2.444,0.15
1.097,1.171,0.07
0.681,0.727,0.05
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.815,0.87,0.06
1.34,1.43,0.09
2.168,2.313,0.15
6.539,6.975,0.44
4.983,5.315,0.33
1.089,1.162,0.07
2.368,2.527,0.16
3.407,3.634,0.23
3.521,3.755,0.23
3.175,3.386,0.21
2.261,2.412,0.15
0.58,0.618,0.04
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.81,1.93,0.12
1.982,2.114,0.13
4.21,4.491,0.28
5.626,6.001,0.38
7.232,7.714,0.48
8.682,9.262,0.58
3.137,3.347,0.21
4.281,4.566,0.29
3.679,3.925,0.25
2.799,2.985,0.19
1.904,2.031,0.13
1.006,1.073,0.07
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.457,0.488,0.03
0.306,0.326,0.02
0.58,0.619,0.04
0.732,0.781,0.05
1.394,1.488,0.09
1.986,2.119,0.13
1.845,1.967,0.12
0.788,0.84,0.05
0.402,0.428,0.03
1.163,1.24,0.08
0.715,0.762,0.05
0.15,0.161,0.01
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.335,0.357,0.02
0.443,0.473,0.03
1.027,1.094,0.07
1.577,1.682,0.11
0.374,0.399,0.03
0.717,0.765,0.05
2.008,2.143,0.14
2.235,2.384,0.15
2.293,2.446,0.15
1.895,2.022,0.13
0.676,0.721,0.05
0.563,0.6,0.04
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.596,1.704,0.11
3.739,3.989,0.25
6.929,7.39,0.46
7.948,8.477,0.53
7.395,7.887,0.49
6.888,7.347,0.46
6.505,6.94,0.44
4.125,4.401,0.28
3.67,3.915,0.25
3.872,4.13,0.26
2.239,2.388,0.15
0.483,0.515,0.03
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.735,0.783,0.05
2.659,2.836,0.18
6.198,6.611,0.41
4.311,4.598,0.29
6.653,7.097,0.44
10.232,10.913,0.68
11.3,12.052,0.75
8.158,8.702,0.54
7.826,8.348,0.52
5.427,5.788,0.36
2.785,2.97,0.19
0.518,0.551,0.03
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.022,1.09,0.07
2.594,2.767,0.17
2.654,2.83,0.18
5.194,5.541,0.35
3.255,3.472,0.22
2.08,2.218,0.14
2.151,2.295,0.14
4.513,4.814,0.3
3.892,4.152,0.26
2.502,2.669,0.17
1.602,1.71,0.11
0.443,0.473,0.03
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.29,1.377,0.09
1.507,1.607,0.1
3.053,3.257,0.2
4.271,4.557,0.29
5.364,5.722,0.36
2.326,2.482,0.16
1.363,1.454,0.09
2.877,3.069,0.19
1.306,1.393,0.09
1.609,1.716,0.11
1.345,1.435,0.09
0.219,0.233,0.01
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.293,1.379,0.09
3.622,3.863,0.24
6.304,6.723,0.42
8.723,9.306,0.58
9.65,10.293,0.64
10.198,10.878,0.68
12.921,13.783,0.86
12.756,13.606,0.85
10.772,11.49,0.72
7.584,8.089,0.51
3.351,3.575,0.22
0.811,0.866,0.06
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.747,1.864,0.12
3.369,3.595,0.23
6.215,6.629,0.41
9.245,9.861,0.62
9.398,10.025,0.63
8.486,9.053,0.57
8.883,9.475,0.59
8.363,8.921,0.56
8.133,8.676,0.54
7.216,7.696,0.48
4.119,4.394,0.28
0.78,0.832,0.05
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.084,1.156,0.07
3.44,3.67,0.23
7.197,7.677,0.48
10.953,11.683,0.73
11.893,12.686,0.79
13.306,14.193,0.89
10.886,11.611,0.73
7.841,8.363,0.52
7.485,7.984,0.5
3.803,4.057,0.25
2.87,3.061,0.19
0.598,0.638,0.04
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.571,1.677,0.11
4.139,4.414,0.28
6.196,6.609,0.41
10.168,10.846,0.68
10.269,10.955,0.69
13.093,13.965,0.87
13.693,14.605,0.91
11.523,12.292,0.77
9.733,10.382,0.65
4.519,4.821,0.3
3.207,3.422,0.22
0.712,0.76,0.05
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.621,1.728,0.11
4.091,4.365,0.27
5.403,5.762,0.36
7.982,8.513,0.53
9.649,10.293,0.64
12.155,12.966,0.81
11.056,11.793,0.74
7.434,7.929,0.5
8.125,8.667,0.54
7.401,7.895,0.49
3.944,4.207,0.26
0.69,0.737,0.05
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.965,2.095,0.13
4.71,5.024,0.31
7.554,8.058,0.5
10.308,10.994,0.69
11.827,12.616,0.79
13.604,14.512,0.91
11.239,11.988,0.75
10.12,10.794,0.67
6.355,6.78,0.43
4.668,4.979,0.31
2.791,2.977,0.19
0.658,0.702,0.04
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
